32.4,RC1206FR-0732R4L,Yageo,9,Digi-Key,0.00261,45000,1206,250 mW,32.4 Ω,±1%,
33.2,RC1206FR-0733R2L,Yageo,16,Digi-Key,0.00261,35000,1206,250 mW,33.2 Ω,±1%,
34,RC1206FR-0734RL,Yageo,8,Digi-Key,0.00261,25000,1206,250 mW,34.0 Ω,±1%,
34.8,RC1206FR-0734R8L,Yageo,8,Digi-Key,0.00261,20000,1206,250 mW,34.8 Ω,±1%,
35.7,RC1206FR-0735R7L,Yageo,7,Digi-Key,0.00261,10000,1206,250 mW,35.7 Ω,±1%,
36.5,RC1206FR-0736R5L,Yageo,9,Digi-Key,0.00261,0,1206,250 mW,36.5 Ω,±1%,
37.4,RC1206FR-0737R4L,Yageo,10,Digi-Key,0.00261,20000,1206,250 mW,37.4 Ω,±1%,
38.3,RC1206FR-0738R3L,Yageo,10,Digi-Key,0.00261,25000,1206,250 mW,38.3 Ω,±1%,
39.2,RC1206FR-0739R2L,Yageo,12,Digi-Key,0.00261,60000,1206,250 mW,39.2 Ω,±1%,
40.2,RC1206FR-0740R2L,Yageo,15,Digi-Key,0.00261,55000,1206,250 mW,40.2 Ω,±1%,
41.2,RC1206FR-0741R2L,Yageo,9,Digi-Key,0.00261,100000,1206,250 mW,41.2 Ω,±1%,
42.2,RC1206FR-0742R2L,Yageo,12,Digi-Key,0.00261,45000,1206,250 mW,42.2 Ω,±1%,
43.2,RC1206FR-0743R2L,Yageo,12,Digi-Key,0.00261,70000,1206,250 mW,43.2 Ω,±1%,
44.2,RC1206FR-0744R2L,Yageo,11,Digi-Key,0.00261,15000,1206,250 mW,44.2 Ω,±1%,
45.3,RC1206FR-0745R3L,Yageo,10,Digi-Key,0.00261,20000,1206,250 mW,45.3 Ω,±1%,
46.4,RC1206FR-0746R4L,Yageo,12,Digi-Key,0.00261,35000,1206,250 mW,46.4 Ω,±1%,
47.5,RC1206FR-0747R5L,Yageo,14,Digi-Key,0.00261,60000,1206,250 mW,47.5 Ω,±1%,
48.7,RC1206FR-0748R7L,Yageo,9,Digi-Key,0.00261,10000,1206,250 mW,48.7 Ω,±1%,
49.9,RC1206FR-0749R9L,Yageo,23,Digi-Key,0.00261,315000,1206,250 mW,49.9 Ω,±1%,
51.1,RC1206FR-0751R1L,Yageo,13,Digi-Key,0.00261,155000,1206,250 mW,51.1 Ω,±1%,
52.3,RC1206FR-0752R3L,Yageo,11,Digi-Key,0.00261,150000,1206,250 mW,52.3 Ω,±1%,
53.6,RC1206FR-0753R6L,Yageo,10,Digi-Key,0.00261,10000,1206,250 mW,53.6 Ω,±1%,
54.9,RC1206FR-0754R9L,Yageo,8,Digi-Key,0.00261,5000,1206,250 mW,54.9 Ω,±1%,
56.2,RC1206FR-0756R2L,Yageo,11,Digi-Key,0.00261,70000,1206,250 mW,56.2 Ω,±1%,
57.6,RC1206FR-0757R6L,Yageo,6,Digi-Key,0.00261,25000,1206,250 mW,57.6 Ω,±1%,
59,RC1206FR-0759RL,Yageo,14,Digi-Key,0.00261,20000,1206,250 mW,59.0 Ω,±1%,
60.4,RC1206FR-0760R4L,Yageo,16,Digi-Key,0.00261,75000,1206,250 mW,60.4 Ω,±1%,
61.9,RC1206FR-0761R9L,Yageo,12,Digi-Key,0.00261,35000,1206,250 mW,61.9 Ω,±1%,
63.4,RC1206FR-0763R4L,Yageo,6,Digi-Key,0.00261,20000,1206,250 mW,63.4 Ω,±1%,
64.9,RC1206FR-0764R9L,Yageo,10,Digi-Key,0.00261,15000,1206,250 mW,64.9 Ω,±1%,
66.5,RC1206FR-0766R5L,Yageo,11,Digi-Key,0.00261,60000,1206,250 mW,66.5 Ω,±1%,
68.1,RC1206FR-0768R1L,Yageo,13,Digi-Key,0.00261,35000,1206,250 mW,68.1 Ω,±1%,
69.8,RC1206FR-0769R8L,Yageo,6,Digi-Key,0.00261,15000,1206,250 mW,69.8 Ω,±1%,
71.5,RC1206FR-0771R5L,Yageo,9,Digi-Key,0.00261,5000,1206,250 mW,71.5 Ω,±1%,
73.2,RC1206FR-0773R2L,Yageo,7,Digi-Key,0.00530,0,1206,250 mW,73.2 Ω,±1%,
75,RC1206FR-0775RL,Yageo,19,Digi-Key,0.00261,0,1206,250 mW,75.0 Ω,±1%,
76.8,RC1206FR-0776R8L,Yageo,4,Digi-Key,0.00261,20000,1206,250 mW,76.8 Ω,±1%,
78.7,RC1206FR-0778R7L,Yageo,12,Digi-Key,0.00261,25000,1206,250 mW,78.7 Ω,±1%,
80.6,RC1206FR-0780R6L,Yageo,11,Digi-Key,0.00261,25000,1206,250 mW,80.6 Ω,±1%,
82.5,RC1206FR-0782R5L,Yageo,13,Digi-Key,0.00261,45000,1206,250 mW,82.5 Ω,±1%,
84.5,RC1206FR-0784R5L,Yageo,6,Digi-Key,0.00380,0,1206,250 mW,84.5 Ω,±1%,
86.6,RC1206FR-0786R6L,Yageo,12,Digi-Key,0.00261,25000,1206,250 mW,86.6 Ω,±1%,
88.7,RC1206FR-0788R7L,Yageo,10,Digi-Key,0.00261,15000,1206,250 mW,88.7 Ω,±1%,
90.9,RC1206FR-0790R9L,Yageo,12,Digi-Key,0.00261,15000,1206,250 mW,90.9 Ω,±1%,
93.1,RC1206FR-0793R1L,Yageo,9,Digi-Key,0.00261,95000,1206,250 mW,93.1 Ω,±1%,
95.3,RC1206FR-0795R3L,Yageo,9,Digi-Key,0.00261,25000,1206,250 mW,95.3 Ω,±1%,
97.6,RC1206FR-0797R6L,Yageo,10,Digi-Key,0.00261,15000,1206,250 mW,97.6 Ω,±1%,
100,RC1206FR-07100RL,Yageo,31,Digi-Key,0.00261,1735000,1206,250 mW,100 Ω,±1%,
102,RC1206FR-07102RL,Yageo,4,Digi-Key,0.00261,10000,1206,250 mW,102 Ω,±1%,
105,RC1206FR-07105RL,Yageo,13,Digi-Key,0.00261,40000,1206,250 mW,105 Ω,±1%,
107,RC1206FR-07107RL,Yageo,6,Digi-Key,0.00261,15000,1206,250 mW,107 Ω,±1%,
110,RC1206FR-07110RL,Yageo,15,Digi-Key,0.00261,220000,1206,250 mW,110 Ω,±1%,
113,RC1206FR-07113RL,Yageo,10,Digi-Key,0.00261,45000,1206,250 mW,113 Ω,±1%,
115,RC1206FR-07115RL,Yageo,9,Digi-Key,0.00261,30000,1206,250 mW,115 Ω,±1%,
118,RC1206FR-07118RL,Yageo,8,Digi-Key,0.00261,30000,1206,250 mW,118 Ω,±1%,
121,RC1206FR-07121RL,Yageo,16,Digi-Key,0.00261,55000,1206,250 mW,121 Ω,±1%,
124,RC1206FR-07124RL,Yageo,11,Digi-Key,0.00261,300000,1206,250 mW,124 Ω,±1%,
127,RC1206FR-07127RL,Yageo,10,Digi-Key,0.00261,20000,1206,250 mW,127 Ω,±1%,
130,RC1206FR-07130RL,Yageo,17,Digi-Key,0.00261,125000,1206,250 mW,130 Ω,±1%,
133,RC1206FR-07133RL,Yageo,10,Digi-Key,0.00261,25000,1206,250 mW,133 Ω,±1%,
137,RC1206FR-07137RL,Yageo,10,Digi-Key,0.00261,30000,1206,250 mW,137 Ω,±1%,
140,RC1206FR-07140RL,Yageo,11,Digi-Key,0.00261,0,1206,250 mW,140 Ω,±1%,
143,RC1206FR-07143RL,Yageo,9,Digi-Key,0.00261,15000,1206,250 mW,143 Ω,±1%,
147,RC1206FR-07147RL,Yageo,13,Digi-Key,0.00261,5000,1206,250 mW,147 Ω,±1%,
150,RC1206FR-07150RL,Yageo,21,Digi-Key,0.00261,290000,1206,250 mW,150 Ω,±1%,
154,RC1206FR-07154RL,Yageo,10,Digi-Key,0.00261,25000,1206,250 mW,154 Ω,±1%,
158,RC1206FR-07158RL,Yageo,9,Digi-Key,0.00261,30000,1206,250 mW,158 Ω,±1%,
162,RC1206FR-07162RL,Yageo,12,Digi-Key,0.00261,25000,1206,250 mW,162 Ω,±1%,
165,RC1206FR-07165RL,Yageo,13,Digi-Key,0.00261,85000,1206,250 mW,165 Ω,±1%,
169,RC1206FR-07169RL,Yageo,11,Digi-Key,0.00261,190000,1206,250 mW,169 Ω,±1%,
174,RC1206FR-07174RL,Yageo,9,Digi-Key,0.00261,55000,1206,250 mW,174 Ω,±1%,
178,RC1206FR-07178RL,Yageo,15,Digi-Key,0.00261,30000,1206,250 mW,178 Ω,±1%,
182,RC1206FR-07182RL,Yageo,13,Digi-Key,0.00261,35000,1206,250 mW,182 Ω,±1%,
187,RC1206FR-07187RL,Yageo,10,Digi-Key,0.00261,35000,1206,250 mW,187 Ω,±1%,
191,RC1206FR-07191RL,Yageo,10,Digi-Key,0.00261,30000,1206,250 mW,191 Ω,±1%,
196,RC1206FR-07196RL,Yageo,10,Digi-Key,0.00261,10000,1206,250 mW,196 Ω,±1%,
200,RC1206FR-07200RL,Yageo,19,Digi-Key,0.00261,35000,1206,250 mW,200 Ω,±1%,
205,RC1206FR-07205RL,Yageo,11,Digi-Key,0.00261,10000,1206,250 mW,205 Ω,±1%,
210,RC1206FR-07210RL,Yageo,11,Digi-Key,0.00261,190000,1206,250 mW,210 Ω,±1%,
215,RC1206FR-07215RL,Yageo,17,Digi-Key,0.00261,40000,1206,250 mW,215 Ω,±1%,
221,RC1206FR-07221RL,Yageo,13,Digi-Key,0.00261,130000,1206,250 mW,221 Ω,±1%,
226,RC1206FR-07226RL,Yageo,12,Digi-Key,0.00261,120000,1206,250 mW,226 Ω,±1%,
232,RC1206FR-07232RL,Yageo,14,Digi-Key,0.00261,95000,1206,250 mW,232 Ω,±1%,
237,RC1206FR-07237RL,Yageo,11,Digi-Key,0.00261,25000,1206,250 mW,237 Ω,±1%,
243,RC1206FR-07243RL,Yageo,12,Digi-Key,0.00261,160000,1206,250 mW,243 Ω,±1%,
249,RC1206FR-07249RL,Yageo,12,Digi-Key,0.00261,130000,1206,250 mW,249 Ω,±1%,
255,RC1206FR-07255RL,Yageo,11,Digi-Key,0.00261,25000,1206,250 mW,255 Ω,±1%,
261,RC1206FR-07261RL,Yageo,14,Digi-Key,0.00261,60000,1206,250 mW,261 Ω,±1%,
267,RC1206FR-07267RL,Yageo,13,Digi-Key,0.00261,120000,1206,250 mW,267 Ω,±1%,
274,RC1206FR-07274RL,Yageo,14,Digi-Key,0.00261,0,1206,250 mW,274 Ω,±1%,
280,RC1206FR-07280RL,Yageo,13,Digi-Key,0.00261,0,1206,250 mW,280 Ω,±1%,
287,RC1206FR-07287RL,Yageo,10,Digi-Key,0.00261,15000,1206,250 mW,287 Ω,±1%,
294,RC1206FR-07294RL,Yageo,9,Digi-Key,0.00261,40000,1206,250 mW,294 Ω,±1%,
301,RC1206FR-07301RL,Yageo,17,Digi-Key,0.00261,105000,1206,250 mW,301 Ω,±1%,
